Country Code,Longitude,Latitude,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Restaurant Name len,Address len
1,77.0525451,28.4616552,1600,0,1,0,3,4.1,229,7,5
1,77.104693,28.4221468,2000,1,0,0,4,3.4,52,43,4
1,77.104693,28.4221468,3000,1,0,0,4,3.6,58,37,4
1,77.0808644,28.4788581,650,0,1,0,2,3.3,25,7,4
1,77.0807295,28.4792485,500,0,1,0,2,3.4,452,11,4
1,77.0808194,28.4788089,2000,1,0,0,4,2.6,35,9,5
1,77.0808644,28.479127,500,0,1,0,2,2.6,134,3,4
1,77.0808644,28.4788581,1100,1,1,0,3,2.7,426,18,4
1,77.0806845,28.4787511,800,0,1,0,2,2.9,108,13,4
1,77.08076142,28.47907544,150,0,0,0,1,3.8,35,14,5
1,77.0931234,28.4757509,800,0,1,0,2,2.6,26,13,4
1,77.09314417,28.47571545,500,0,1,0,2,3.2,38,10,5
1,77.09307712,28.47579915,550,0,1,0,2,3.6,86,10,5
1,77.093094,28.476268,1000,1,1,0,3,3.6,29,16,5
1,77.09335204,28.47565209,700,0,1,0,2,3.8,43,15,6
1,77.0411995,28.4164952,1000,0,0,0,3,3.6,42,39,3
1,77.0411995,28.4164952,2000,1,0,0,4,4.0,111,44,3
1,77.1031649,28.4818475,2500,1,0,0,4,2.6,20,30,4
1,77.0950645,28.460459,300,0,0,0,1,2.7,24,15,5
1,77.0948924,28.4603029,1000,1,1,0,3,2.8,261,7,4
1,77.0950273,28.460271,2000,0,0,0,4,4.6,2093,32,5
1,77.0946226,28.460546,1500,0,0,0,3,3.6,38,7,5
1,77.0946989,28.4604087,1250,1,0,0,3,3.9,106,7,4
1,77.0949823,28.4603115,1600,1,0,0,3,3.8,31,19,3
1,77.0954319,28.4604444,700,0,1,0,2,4.1,84,19,4
1,77.0971853,28.4543812,400,0,1,0,1,3.3,165,13,4
1,77.08932303,28.43230959,1000,0,1,1,3,2.7,185,22,2
1,77.0979495,28.4494782,550,0,1,0,2,2.8,48,14,4
1,77.0986339,28.4499246,800,1,0,0,2,2.8,14,6,3
1,77.0941432,28.4667953,850,1,0,0,2,3.2,37,12,3
1,77.1042874,28.4372372,800,0,1,0,2,3.2,30,14,5
1,77.0975132,28.4369224,800,0,1,0,2,3.3,336,32,4
1,77.1047562,28.4324764,1000,1,1,0,3,3.4,106,7,4
1,77.0974101,28.4370522,600,0,0,0,2,3.4,50,20,5
1,77.102108,28.441123,1000,0,1,0,3,4.6,150,7,4
1,77.1019957,28.4400925,2200,1,1,0,4,3.7,416,22,4
1,77.1039229,28.4393747,500,0,0,0,2,3.6,32,13,5
1,77.1042012,28.434018,900,0,1,0,2,3.6,110,6,4
1,77.1032552,28.4396385,500,0,0,0,2,3.8,74,14,6
1,77.09865443,28.43823059,1500,0,1,0,3,3.5,81,8,2
1,77.1025313,28.4411247,450,0,0,0,1,3.5,116,13,4
1,77.1004268,28.4372138,550,0,1,0,2,3.6,36,12,2
1,77.10256,28.441297,700,0,0,0,2,3.7,224,6,3
1,77.0987588,28.4461485,1500,0,0,0,3,3.6,148,5,3
1,77.0971853,28.4549192,2000,1,1,0,4,3.9,280,8,6
1,77.1015446,28.4451163,1700,1,0,0,3,3.9,67,8,4
1,77.105038,28.4218116,2000,1,0,0,4,3.7,45,7,7
1,77.0974101,28.4545373,700,0,1,0,2,3.5,27,17,3
1,77.0940831,28.4663219,850,0,1,0,2,3.6,241,26,5
1,77.109638,28.4247729,1200,0,1,0,3,4.2,146,16,3
1,77.10288294,28.43849033,1000,1,1,0,3,4.0,259,15,5
1,77.0956926,28.4604777,700,0,1,0,2,4.0,20,16,2
1,77.0904863,28.4211432,500,0,1,0,2,3.1,138,18,5
1,77.0906308,28.4210196,500,0,1,0,2,2.8,101,6,5
1,77.0904863,28.4208742,400,0,0,0,1,3.1,94,19,5
1,77.0386607,28.4655997,1500,1,0,0,3,2.8,15,26,4
1,77.0382176,28.4553962,1300,1,0,0,3,2.7,13,25,4
1,77.0726806,28.459424,450,0,1,0,1,3.4,260,12,5
1,77.0727706,28.4594327,500,0,1,0,2,2.7,90,10,4
1,77.07272552,28.45938349,800,0,1,0,2,3.6,144,12,4
1,77.0727706,28.4594327,600,0,1,0,2,3.6,243,14,4
1,77.0727256,28.4593835,600,0,1,0,2,3.8,121,15,4
1,77.0725008,28.4588688,700,0,0,0,2,3.8,183,9,5
1,77.0726806,28.459424,500,0,1,0,2,4.0,647,15,5
1,77.065948,28.5008981,1500,1,0,0,3,3.8,73,27,6
1,77.0993934,28.4470228,1000,1,0,0,3,2.7,96,21,5
1,77.038187,28.419985,300,0,1,0,1,3.4,41,10,4
1,77.088553,28.4797315,1850,1,0,0,3,2.8,91,20,5
1,77.0886879,28.4797893,1000,1,0,0,3,3.6,70,8,4
1,77.0536264,28.4725545,1500,1,0,0,3,2.8,21,32,5
1,77.0679481,28.4679413,500,0,0,0,2,3.7,364,25,6
1,77.0683484,28.4684937,1000,0,0,0,3,3.7,179,27,6
1,77.1081995,28.4805868,1600,1,0,0,3,3.4,23,43,5
1,77.1087266,28.481264,4500,1,0,0,4,3.6,218,29,5
1,77.1087258,28.4812481,4000,1,0,0,4,4.1,38,34,5
1,77.0395353,28.4705061,1400,1,0,0,3,3.0,19,19,5
1,77.0648668,28.4676295,2000,1,0,0,4,3.2,137,32,5
1,77.0809099,28.4734916,300,0,0,0,1,2.8,45,30,6
1,77.1023726,28.4805404,650,0,0,0,2,3.3,22,7,3
1,77.0827529,28.4766191,400,0,1,0,1,3.3,38,17,5
1,77.085001,28.4771042,300,0,1,0,1,3.2,21,13,7
1,77.0802349,28.4797836,450,0,0,0,1,3.1,20,15,3
1,77.0761927,28.476072,800,0,0,0,2,2.8,15,10,4
1,77.10031841,28.47773187,750,0,1,1,2,3.4,69,5,3
1,77.0828835,28.4761607,550,0,1,0,2,3.2,75,13,6
1,77.088598,28.479691,1800,1,0,0,3,2.6,115,24,5
1,77.0731066,28.4776351,1200,1,0,0,3,3.2,39,7,5
1,77.0829327,28.4760986,400,0,0,0,1,2.8,36,14,5
1,77.0823932,28.4757777,600,0,0,0,2,2.7,61,9,6
1,77.0805946,28.4787425,1200,1,0,0,3,2.8,23,16,5
1,77.0803248,28.4805094,600,0,1,0,2,3.1,82,8,6
1,77.0902166,28.4796672,2200,1,0,0,4,3.1,13,18,5
1,77.1020369,28.4800544,2000,0,0,0,4,3.8,283,10,5
1,77.0811126,28.4775699,1600,1,1,0,3,3.8,665,14,6
1,77.1026087,28.4806694,550,0,1,0,2,3.6,69,12,5
1,77.0820362,28.4800592,600,0,1,0,2,3.7,198,9,2
1,77.1020768,28.4806041,2500,1,0,0,4,3.5,57,8,5
1,77.0963632,28.4821819,200,0,1,0,1,3.6,43,23,6
1,77.0824381,28.4757372,350,0,1,0,1,2.3,31,7,5
1,77.0692631,28.477294,600,0,0,0,2,2.4,35,9,3
1,77.0935886,28.4726847,600,0,1,0,2,4.1,246,13,2
1,77.0894073,28.4798584,600,0,0,0,2,3.3,31,12,4
1,77.0892274,28.4798411,1500,1,0,0,3,3.5,240,6,4
1,77.0892792,28.4798031,1500,0,0,0,3,3.7,1902,20,4
1,77.0893563,28.4799415,2000,1,0,0,4,4.1,2806,16,4
1,77.0823932,28.4785568,650,0,0,0,2,3.2,13,21,4
1,77.0818967,28.479447,500,0,0,0,2,3.2,68,10,3
1,77.0817187,28.4792539,450,0,0,0,1,2.6,120,14,5
1,77.0816737,28.478398,650,0,1,0,2,3.7,18,6,5
1,77.0818667,28.4791426,700,0,0,0,2,3.5,66,9,4
1,77.0803248,28.4803301,800,0,1,0,2,2.7,67,8,6
1,77.0802124,28.4802521,550,0,0,0,2,3.3,40,9,5
1,77.0800708,28.4809987,650,0,1,0,2,3.4,39,7,4
1,77.0802574,28.481108,600,0,0,0,2,3.4,19,13,4
1,77.0802215,28.4806523,750,0,0,0,2,2.9,42,13,5
1,77.0800417,28.4803729,500,0,1,0,2,3.4,234,10,4
1,77.0802124,28.4808348,750,1,0,0,2,2.9,501,10,4
1,77.0803248,28.4803301,700,0,1,0,2,2.6,61,28,5
1,77.0802124,28.4804762,500,0,1,0,2,3.3,81,6,6
1,77.0801851,28.4803207,350,0,0,0,1,3.4,118,14,5
1,77.08040039,28.48028198,700,0,0,0,2,3.1,13,33,4
1,77.0802349,28.4807697,600,0,1,0,2,3.7,26,14,4
1,77.0802798,28.4807292,600,0,0,0,2,3.6,185,10,4
1,77.0802349,28.4807697,400,0,0,0,1,3.6,27,9,5
1,77.0801711,28.4805322,1000,1,1,0,3,3.6,496,12,4
1,77.0802349,28.4808594,1500,1,0,0,3,3.5,55,7,5
1,77.0801226,28.4805204,900,0,0,0,2,3.5,205,4,4
1,77.0801187,28.4810064,2500,1,1,0,4,3.7,730,12,4
1,77.0801674,28.4802478,400,0,1,0,1,3.7,31,25,6
1,77.0803727,28.4808767,1400,1,0,0,3,3.8,468,15,5
1,77.080144,28.4803174,600,0,0,0,2,2.3,29,13,6
1,77.0802349,28.4811283,1800,1,0,0,3,2.1,90,21,4
1,77.0802124,28.4803866,600,0,1,0,2,2.3,34,14,3
1,77.0801793,28.4805091,900,1,0,0,2,4.0,62,12,5
1,77.0412894,28.4166832,450,0,0,0,1,3.3,34,15,5
1,77.0413756,28.4167026,1500,1,1,0,3,3.4,165,28,4
1,77.0206596,28.4667157,500,0,0,0,2,3.2,18,19,5
1,77.0203953,28.4667607,700,0,0,0,2,3.2,31,11,5
1,77.0196893,28.4653555,200,0,1,0,1,3.4,27,12,5
1,77.0178663,28.4603933,400,0,0,0,1,3.2,28,13,4
1,77.022202,28.4645876,600,0,0,0,2,3.3,25,26,4
1,77.0181934,28.473084,150,0,0,0,1,3.1,12,21,3
1,77.0136942,28.4823394,1000,1,0,0,3,3.1,25,4,4
1,77.0141435,28.4810609,500,0,1,0,2,2.6,12,19,5
1,77.0175175,28.4674068,250,0,0,0,1,3.1,17,22,4
1,77.0193016,28.4713437,400,0,0,0,1,3.0,13,11,4
1,77.0136441,28.4670202,500,0,0,0,2,3.3,21,17,5
1,77.0189082,28.4712555,400,0,1,0,1,3.4,60,6,4
1,77.0204469,28.4667702,600,0,0,0,2,3.4,33,7,5
1,77.0221359,28.4639996,800,0,1,0,2,2.7,11,13,5
1,77.0193636,28.470213,700,0,0,0,2,3.2,25,13,4
1,77.0259078,28.4597556,150,0,0,0,1,3.0,11,22,3
1,77.0191832,28.4669487,500,0,1,0,2,2.5,12,12,5
1,77.0247842,28.4609586,250,0,0,0,1,3.3,26,12,4
1,77.0187625,28.470938,200,0,0,0,1,3.0,15,8,2
1,77.0175382,28.467287,200,0,0,0,1,2.8,16,16,4
1,77.0203817,28.4667732,550,0,0,0,2,3.5,31,15,4
1,77.0168909,28.4655014,100,0,0,0,1,3.6,18,15,5
1,77.0157175,28.4652054,800,0,0,0,2,3.5,25,15,4
1,77.0432685,28.4109555,800,0,1,0,2,2.2,93,18,5
1,77.0433584,28.4106951,400,0,0,0,1,3.6,84,12,5
1,77.0431785,28.4113952,700,0,0,0,2,2.4,112,14,5
1,77.0435383,28.4105331,500,0,1,0,2,4.1,74,17,2
1,77.09791951,28.45112282,1800,0,0,0,3,3.2,12,14,3
1,77.0974101,28.4511301,800,1,1,0,2,3.4,36,13,3
1,77.0974101,28.4511301,1400,0,1,0,3,3.8,101,12,4
1,77.0971403,28.4508352,650,0,1,0,2,3.5,45,10,4
1,77.0968183,28.4514834,1700,0,0,0,3,3.9,81,16,3
1,77.0975899,28.4511473,600,0,1,0,2,3.7,33,9,4
1,77.0972691,28.4506618,1500,1,0,0,3,3.5,37,18,4
1,77.09822863,28.45109776,700,0,0,0,2,3.5,16,9,4
1,77.0378999,28.5125527,300,0,0,0,1,3.1,14,14,5
1,77.0203837,28.4939088,450,0,0,0,1,2.9,19,19,5
1,77.0210472,28.496845,700,0,0,0,2,3.2,15,16,6
1,77.030404,28.502947,200,0,0,0,1,3.2,18,13,5
1,77.0347314,28.5150103,400,0,0,0,1,3.1,24,7,4
1,77.0199219,28.4865257,800,1,0,0,2,2.7,11,8,4
1,77.0336712,28.5034359,350,0,0,0,1,3.1,12,17,4
1,77.037902,28.5125468,400,0,0,0,1,3.1,17,13,5
1,77.0318264,28.4590795,1500,1,0,0,3,3.2,13,18,3
1,77.0756484,28.4592611,3000,1,0,0,4,3.4,20,34,5
1,77.0757697,28.4592519,1200,0,0,0,3,3.2,26,33,5
1,77.0757094,28.4592449,2200,1,0,0,4,3.7,176,26,5
1,77.075722,28.4592314,3000,1,0,0,4,3.7,340,36,5
1,77.0730853,28.4777065,2000,1,0,0,4,3.0,21,13,4
1,77.1019957,28.4722814,350,0,1,0,1,3.1,84,20,4
1,77.1022778,28.4715146,650,0,0,0,2,3.3,41,7,4
1,77.1017259,28.4718072,450,0,0,0,1,2.8,18,15,4
1,77.1020406,28.4718823,700,0,1,0,2,2.8,16,18,4
1,77.1018865,28.4725209,900,1,1,0,2,3.0,61,16,5
1,77.1024452,28.4719659,700,0,0,0,2,2.8,70,14,5
1,77.1022654,28.472128,350,0,0,0,1,2.8,16,16,4
1,77.10254565,28.47211841,500,0,0,0,2,3.4,57,20,3
1,77.1022654,28.4720383,250,0,1,0,1,3.0,33,18,4
1,77.1024003,28.4715582,500,0,1,0,2,3.2,92,6,4
1,77.1017259,28.4715383,200,0,0,0,1,3.3,22,12,4
1,77.1018159,28.4713676,500,0,0,0,2,3.7,25,17,4
1,77.0392029,28.4237354,500,0,1,0,2,3.0,71,11,5
1,77.0395802,28.4234228,700,0,1,0,2,3.2,100,17,4
1,77.0394902,28.4234142,600,0,1,0,2,2.3,32,14,5
1,77.0706524,28.4497396,1500,1,0,0,3,3.5,194,19,4
1,77.0268394,28.4596657,200,0,0,0,1,3.2,15,13,4
1,77.0313172,28.4623451,250,0,0,0,1,3.1,16,22,3
1,77.0868894,28.4797958,600,0,0,0,2,3.6,315,10,4
1,77.0865747,28.4797207,1800,0,0,0,3,2.4,53,11,5
1,77.0483361,28.4735491,300,0,0,0,1,3.2,20,12,3
1,77.0476105,28.4745207,300,0,0,0,1,3.1,20,13,5
1,77.046327,28.4775051,450,0,0,0,1,2.8,34,15,4
1,77.0204025,28.4703517,300,0,1,0,1,3.3,36,12,5
1,77.0474607,28.4740266,200,0,0,0,1,3.1,41,15,4
1,77.048056,28.4730599,400,0,0,0,1,3.1,21,23,3
1,77.0445066,28.4694139,350,0,0,0,1,3.4,25,12,5
1,77.0494753,28.4822008,200,0,1,0,1,3.3,19,21,4
1,77.0439881,28.4754869,200,0,1,0,1,3.3,43,21,5
1,77.0481041,28.4736495,250,0,0,0,1,2.6,18,9,4
1,77.047405,28.4740886,500,0,1,0,2,2.7,17,3,4
1,77.0456073,28.476629,300,0,0,0,1,3.3,69,11,4
1,77.0473507,28.4740911,300,0,0,0,1,3.4,25,24,4
1,77.0424589,28.4740845,600,0,1,0,2,3.2,52,13,4
1,77.0351491,28.4665409,800,1,0,0,2,2.9,16,31,4
1,77.020392,28.4703532,500,0,1,0,2,3.0,30,11,4
1,77.0432685,28.4750589,450,0,0,0,1,3.2,34,13,4
1,77.0394496,28.4702133,600,0,0,0,2,2.9,26,13,5
1,77.0453042,28.4699753,600,0,0,0,2,3.2,13,16,5
1,77.0349543,28.4768261,650,0,0,0,2,3.0,21,8,4
1,77.0432685,28.4751486,900,1,0,0,2,3.1,17,21,4
1,77.044168,28.4751457,900,1,0,0,2,3.3,32,19,5
1,77.0445955,28.4764122,600,0,1,0,2,2.5,70,14,5
1,77.0462096,28.4783985,150,0,0,0,1,3.5,32,13,6
1,77.0475378,28.4743176,200,0,0,0,1,3.5,64,11,3
1,77.0476588,28.4738648,1000,0,1,1,3,2.4,23,22,3
1,77.0376289,28.4758573,300,0,0,0,1,2.4,18,9,3
1,77.0338227,28.4785399,400,0,1,0,1,2.4,26,5,4
1,77.0381307,28.4555152,350,0,0,0,1,3.2,12,23,5
1,77.0367474,28.4577727,450,0,1,0,1,3.3,14,24,5
1,77.0435095,28.4584547,350,0,0,0,1,2.7,36,16,4
1,77.0609808,28.4950876,600,0,1,0,2,3.4,256,12,7
1,77.0714215,28.5097704,700,0,0,0,2,3.3,32,14,7
1,77.0714215,28.5095911,400,0,1,0,1,2.7,15,11,5
1,77.0693827,28.510128,400,0,1,0,1,3.5,40,10,7
1,77.0541384,28.5041335,600,0,1,0,2,3.4,17,15,2
1,77.0646633,28.5029179,700,0,1,0,2,2.9,27,18,5
1,77.0538414,28.5041074,600,0,1,0,2,3.0,13,6,4
1,77.0540643,28.5041784,500,0,1,0,2,3.3,15,15,2
1,77.0541569,28.504122,800,0,1,0,2,2.7,53,18,6
1,77.051885,28.5046578,850,1,0,0,2,3.6,169,13,4
1,77.0537818,28.500642,900,0,0,0,2,3.9,25,21,6
1,77.0644064,28.4664277,900,1,0,0,2,3.3,88,6,3
1,77.0623603,28.4686372,1800,1,0,0,3,3.3,563,14,5
1,77.0644064,28.4680413,800,0,1,0,2,3.4,1022,13,4
1,77.0629673,28.4681718,600,0,0,0,2,2.7,235,11,5
1,77.0624277,28.4686577,1400,1,1,0,3,3.3,586,8,5
1,77.0641366,28.4679257,1200,1,0,0,3,4.7,69,10,5
1,77.0626075,28.4682268,1500,1,0,0,3,4.8,245,8,4
1,77.0633573,28.4691662,1500,1,0,0,3,4.8,1478,9,3
1,77.0631472,28.4681891,2000,1,1,0,4,3.9,1365,13,5
1,77.063143,28.468337,1400,1,0,0,3,3.5,134,20,4
1,77.0635969,28.4686806,550,0,1,0,2,3.8,966,11,4
1,77.0626975,28.4682354,1500,1,1,0,3,3.5,429,9,5
1,77.0632194,28.4682247,700,0,0,0,2,3.6,146,14,5
1,77.0678878,28.4685801,500,0,0,0,2,3.7,241,9,3
1,77.063417,28.4683943,1500,1,0,0,3,3.5,853,13,4
1,77.0638106,28.4673849,1600,1,0,0,3,3.6,254,13,4
1,77.0640466,28.4673792,1500,1,0,0,3,3.8,1317,15,4
1,77.0632371,28.4682874,500,0,1,0,2,3.5,187,10,4
1,77.0644064,28.4679517,1500,1,0,0,3,3.9,401,31,3
1,77.0624277,28.4691956,1500,1,1,0,3,3.6,302,17,5
1,77.0712417,28.472016,1800,1,1,0,3,3.9,297,26,4
1,77.0633627,28.4695542,1200,1,0,0,3,3.9,280,16,5
1,77.0632371,28.468377,700,0,0,0,2,3.7,269,9,5
1,77.0628774,28.4696871,1500,1,0,0,3,3.6,289,7,4
1,77.0641949,28.467777,2000,1,0,0,4,3.9,96,25,4
1,77.0624025,28.4691552,1400,1,0,0,3,4.0,322,8,4
1,77.0642265,28.4679344,1600,1,0,0,3,4.4,391,18,5
1,77.063417,28.4681254,2100,0,0,0,4,4.1,569,18,4
1,77.0642265,28.4679344,1500,0,0,0,3,4.1,105,7,4
1,77.0631922,28.4683279,1800,0,0,0,3,4.4,3569,36,4
1,77.0671046,28.471349,400,0,0,0,1,4.1,208,13,3
1,77.0625436,28.4685726,2500,1,1,0,4,4.2,327,15,4
1,77.0716014,28.4723195,1200,1,1,0,3,4.0,226,16,4
1,77.0641366,28.4676568,1600,1,1,0,3,4.1,875,8,4
1,77.0642265,28.4679344,1500,1,0,0,3,4.2,1809,16,5
1,77.064243,28.4640533,3300,0,0,0,4,4.3,56,5,6
1,77.0715571,28.4621449,1250,1,0,0,3,4.4,166,15,3
1,77.0627425,28.4681949,1200,1,0,0,3,4.4,146,13,3
1,77.0553395,28.4598737,650,0,1,0,2,3.8,99,6,6
1,77.0521813,28.4606832,1850,1,0,0,3,4.0,242,19,6
1,77.0568391,28.4489745,500,0,0,0,2,3.1,11,11,6
1,77.0510698,28.4534927,450,0,0,0,1,2.7,73,8,4
1,77.0504568,28.4532365,450,0,0,0,1,3.1,23,15,4
1,77.0511154,28.453487,250,0,1,0,1,3.2,23,11,4
1,77.057398,28.4491214,500,0,1,0,2,3.1,34,12,6
1,77.0512923,28.4538134,350,0,0,0,1,3.1,14,16,5
1,77.0509743,28.4535417,450,0,0,0,1,2.5,52,14,4
1,77.0569404,28.4490081,300,0,0,0,1,3.2,39,11,6
1,77.0510225,28.4530419,500,0,1,0,2,2.8,73,6,4
1,77.0587634,28.4344744,500,0,1,0,2,4.5,76,6,4
1,77.0509348,28.4529609,600,0,1,0,2,3.6,183,11,4
1,77.0448616,28.4457489,250,0,1,0,1,3.8,142,17,9
1,77.0502902,28.4530361,650,1,1,0,2,3.5,22,15,4
1,77.055519,28.455681,600,0,1,0,2,3.9,144,13,2
1,77.050482,28.4528201,500,0,1,0,2,3.5,486,18,4
1,77.0511135,28.453446,400,0,1,0,1,3.9,104,12,4
1,77.0507229,28.4530322,400,0,1,0,1,3.5,136,15,4
1,77.0571362,28.4497559,350,0,1,0,1,2.4,13,12,5
1,77.0505305,28.4528047,800,1,1,0,2,4.0,530,16,4
1,77.0906106,28.4507062,600,0,1,0,2,3.0,174,14,3
1,77.0859299,28.4419061,600,0,1,0,2,3.2,11,24,6
1,77.0959808,28.4514497,400,0,0,0,1,4.1,176,19,3
1,77.0593066,28.4351572,550,0,1,0,2,3.4,64,12,5
1,77.0595047,28.4350181,600,0,1,0,2,3.2,41,24,5
1,77.0598728,28.4340212,500,0,1,0,2,3.2,24,15,5
1,77.0598166,28.4345074,500,0,0,0,2,3.2,18,16,5
1,77.0592634,28.4351263,600,0,1,0,2,3.3,59,12,4
1,77.0589267,28.4349266,250,0,0,0,1,2.9,28,18,5
1,77.0587691,28.4345889,600,0,0,0,2,3.3,74,8,6
1,77.0586849,28.4347324,500,0,1,0,2,2.8,14,18,5
1,77.0591044,28.4349952,300,0,1,0,1,3.2,50,9,6
1,77.0593696,28.4342048,700,0,0,0,2,3.1,11,14,4
1,77.0593757,28.4352128,500,0,1,0,2,3.2,88,13,5
1,77.0724033,28.4471752,650,0,1,0,2,3.7,427,10,2
1,77.0596229,28.4448577,700,0,1,0,2,2.4,92,14,5
1,77.0205232,28.4802841,300,0,0,0,1,2.8,16,10,4
1,77.0710139,28.4477683,800,0,0,0,2,3.3,17,15,6
1,77.1011865,28.4454847,1600,1,1,0,3,3.9,233,4,3
1,77.1042435,28.4372591,500,0,1,0,2,2.4,20,26,6
1,77.0991634,28.4251591,400,0,1,0,1,3.3,15,13,4
1,77.1019507,28.4213907,600,0,0,0,2,2.7,20,14,5
1,77.1018657,28.4211708,600,0,0,0,2,3.0,18,9,5
1,77.1362757,28.4362232,600,0,1,0,2,3.2,18,7,5
1,77.0982526,28.4273124,300,0,0,0,1,3.3,14,22,5
1,77.1017259,28.421414,500,0,0,0,2,3.2,48,13,5
1,77.09992748,28.42894133,500,0,0,0,2,3.0,33,10,5
1,77.1001525,28.4283926,650,0,1,0,2,3.1,37,7,4
1,77.1000683,28.4285248,600,0,1,0,2,2.6,17,13,5
1,77.10009377,28.42846486,500,0,0,0,2,3.6,47,16,3
1,77.112886,28.413665,350,0,1,0,1,3.9,37,18,5
1,77.1000307,28.4286826,800,0,1,0,2,3.5,46,9,4
1,77.0921967,28.430031,800,0,0,0,2,2.2,66,10,5
1,77.0990285,28.4249219,400,0,1,0,1,2.2,46,16,4
1,77.0992084,28.4251185,650,0,0,0,2,2.4,52,7,4
1,77.080462,28.4297813,300,0,1,1,1,3.2,12,27,4
1,77.0904414,28.4217218,600,0,1,0,2,2.8,106,13,4
1,77.0176107,28.467311,500,0,0,0,2,3.3,22,10,6
1,77.017531,28.4672588,300,0,0,0,1,3.4,94,13,5
1,77.0190993,28.4707962,600,0,1,0,2,2.6,16,11,4
1,77.0184147,28.4726717,200,0,1,0,1,2.8,11,21,5
1,77.0155627,28.4651285,350,0,0,0,1,3.2,16,17,2
1,77.0143446,28.4700416,450,0,1,0,1,3.2,32,13,5
1,77.0148921,28.4648232,200,0,0,0,1,3.1,27,11,2
1,77.0162592,28.4681375,550,0,1,0,2,3.7,45,16,5
1,77.0170336,28.4677392,800,0,1,0,2,3.5,148,25,4
1,77.0175244,28.4663672,150,0,0,0,1,3.6,20,21,4
1,77.022728,28.455974,350,0,1,0,1,3.2,13,9,4
1,77.0998689,28.4658365,250,0,0,0,1,3.4,37,6,5
1,77.0997223,28.4656305,700,0,1,0,2,3.3,64,11,5
1,77.1000176,28.465995,100,0,0,0,1,3.2,16,14,5
1,77.0993432,28.4658854,450,0,0,0,1,2.7,28,13,6
1,77.0987074,28.4662158,200,0,0,0,1,3.6,28,12,4
1,77.0992642,28.4661404,650,0,0,0,2,4.0,398,22,5
1,77.03890722,28.42447847,500,0,1,0,2,3.4,190,12,2
1,77.089166,28.433455,1000,0,1,1,3,2.5,65,22,2
1,77.0447688,28.406494,400,0,1,0,1,3.3,39,7,6
1,77.0443061,28.4057383,200,0,1,0,1,3.4,20,10,6
1,77.0383803,28.4183524,500,0,0,0,2,3.3,17,13,6
1,77.0430886,28.4118349,400,0,1,0,1,3.2,21,10,5
1,77.0447626,28.4064865,550,0,1,0,2,3.3,175,12,5
1,77.0392204,28.4249125,600,0,1,0,2,3.4,138,14,4
1,77.0276151,28.4579514,150,0,0,0,1,3.4,20,13,3
1,77.04253683,28.41240966,600,0,1,0,2,3.4,51,12,7
1,77.0381858,28.4268302,1000,1,1,0,3,3.2,32,16,4
1,77.0451575,28.4025286,750,1,0,0,2,3.1,57,13,4
1,77.042691,28.4118643,300,0,0,0,1,3.4,54,19,3
1,77.0403449,28.4157403,400,0,0,0,1,2.9,41,15,4
1,77.0383658,28.4209297,600,0,1,0,2,2.5,188,11,5
1,77.0417392,28.4116153,400,0,0,0,1,3.1,68,19,3
1,77.0409296,28.411627,400,0,0,0,1,2.6,30,19,5
1,77.0382435,28.4184165,500,0,1,0,2,2.9,58,6,5
1,77.0444681,28.4058183,500,0,1,0,2,2.9,101,6,6
1,77.0484858,28.4117267,800,0,0,0,2,3.3,16,21,7
1,77.0322081,28.4256547,500,0,1,0,2,2.8,22,8,6
1,77.0406597,28.4201195,1500,1,1,0,3,2.6,83,17,4
1,77.0452475,28.406214,1350,1,1,0,3,3.4,155,14,5
1,77.067268,28.266839,600,0,0,0,2,3.4,40,18,3
1,77.0447078,28.4060723,750,1,1,0,2,3.7,30,9,6
1,77.04214934,28.41385572,200,0,1,0,1,3.5,30,12,5
1,77.0443479,28.4058584,500,0,1,0,2,3.5,84,17,5
1,77.058018,28.434541,1250,0,1,0,3,3.7,21,10,2
1,77.033013,28.4255696,400,0,1,0,1,3.9,22,8,6
1,77.0413794,28.4069177,1100,1,0,0,3,3.9,28,14,6
1,77.041071,28.415066,600,0,1,0,2,3.9,101,9,6
1,77.0489356,28.4120391,500,0,0,0,2,3.5,26,14,5
1,77.0432685,28.4133766,1600,1,0,0,3,3.7,28,4,5
1,77.042099,28.4120086,500,0,0,0,2,3.6,35,20,5
1,77.0449776,28.4060983,700,0,0,0,2,3.7,51,9,5
1,77.03833256,28.41864781,950,0,1,0,2,3.5,39,15,5
1,77.0365475,28.4274393,300,0,0,0,1,3.5,37,15,6
1,77.0393103,28.4248315,700,0,0,0,2,2.3,70,14,5
1,77.0418292,28.4116239,200,0,1,0,1,2.3,26,22,5
1,77.0371694,28.4270829,450,0,0,0,1,2.4,42,10,5
1,77.04178983,28.41593885,2500,1,0,0,4,4.1,56,13,4
1,77.08898909,28.43185642,700,0,0,0,2,3.1,33,16,4
1,77.1053224,28.4335066,600,0,1,0,2,3.4,178,11,3
1,77.1052774,28.4334574,1800,1,1,0,3,4.5,1262,17,5
1,77.0872491,28.4625277,650,1,1,0,2,3.3,199,15,4
1,77.08729528,28.46243126,950,0,1,0,2,3.4,483,35,3
1,77.0876088,28.4623829,500,0,1,0,2,3.4,346,8,5
1,77.0876088,28.4622932,850,1,1,0,2,3.2,241,11,5
